Order_id,Date,Product,Category,Units_Sold,Price,Revenue,Discount,Units_Returned,Location,Platform,Return_flag
2415,10-10-2022,Ashwagandha,Herbal,153,24.44,3739.32,0.1,1,USA,iHerb,1
2416,10-10-2022,Melatonin,Sleep Aid,134,17.64,2363.76,0.16,0,UK,iHerb,0
2417,10-10-2022,Biotin,Vitamin,138,13.89,1916.82,0.05,3,UK,Amazon,1
2418,10-10-2022,Green Tea Extract,Fat Burner,146,39.43,5756.78,0.06,3,UK,Amazon,1
2419,10-10-2022,Iron Supplement,Mineral,150,30.3,4545,0.25,2,UK,iHerb,1
2420,10-10-2022,Electrolyte Powder,Hydration,149,54.01,8047.49,0.24,1,Canada,Amazon,1
2421,17-10-2022,Whey Protein,Protein,162,37.28,6039.36,0.04,1,USA,Walmart,1
2422,17-10-2022,Vitamin C,Vitamin,173,41.62,7200.26,0.15,0,Canada,iHerb,0
2423,17-10-2022,Fish Oil,Omega,144,19.36,2787.84,0.2,4,USA,Amazon,1
2424,17-10-2022,Multivitamin,Vitamin,139,32.75,4552.25,0.19,1,USA,Walmart,1
2425,17-10-2022,Pre-Workout,Performance,180,31.01,5581.8,0.24,2,USA,iHerb,1
2426,17-10-2022,BCAA,Amino Acid,158,58.73,9279.34,0.17,3,USA,Amazon,1
2427,17-10-2022,Creatine,Performance,157,24.52,3849.64,0.08,2,USA,Amazon,1
2428,17-10-2022,Zinc,Mineral,142,22.47,3190.74,0.2,0,UK,iHerb,0
2429,17-10-2022,Collagen Peptides,Protein,163,19.35,3154.05,0.14,1,USA,Walmart,1
2430,17-10-2022,Magnesium,Mineral,143,13.17,1883.31,0.25,0,USA,Walmart,0
2431,17-10-2022,Ashwagandha,Herbal,156,42.3,6598.8,0.09,2,Canada,Walmart,1
2432,17-10-2022,Melatonin,Sleep Aid,158,15.7,2480.6,0.16,1,Canada,iHerb,1
2433,17-10-2022,Biotin,Vitamin,148,45.24,6695.52,0.08,1,UK,iHerb,1
2434,17-10-2022,Green Tea Extract,Fat Burner,125,38.39,4798.75,0.09,2,Canada,Walmart,1
2435,17-10-2022,Iron Supplement,Mineral,151,35.57,5371.07,0.16,2,USA,Amazon,1
2436,17-10-2022,Electrolyte Powder,Hydration,142,17.83,2531.86,0.16,3,Canada,Amazon,1
2437,24-10-2022,Whey Protein,Protein,147,47.83,7031.01,0.21,3,USA,Amazon,1
2438,24-10-2022,Vitamin C,Vitamin,154,10.77,1658.58,0.03,0,Canada,iHerb,0
2439,24-10-2022,Fish Oil,Omega,158,34.82,5501.56,0.12,1,USA,Walmart,1
2440,24-10-2022,Multivitamin,Vitamin,166,27.62,4584.92,0.19,0,UK,iHerb,0
2441,24-10-2022,Pre-Workout,Performance,156,56.61,8831.16,0.22,1,USA,Walmart,1
2442,24-10-2022,BCAA,Amino Acid,153,22.89,3502.17,0.02,1,USA,Amazon,1
2443,24-10-2022,Creatine,Performance,166,38.09,6322.94,0.11,1,Canada,Walmart,1
2444,24-10-2022,Zinc,Mineral,154,13.06,2011.24,0.12,3,USA,Walmart,1
2445,24-10-2022,Collagen Peptides,Protein,131,17.68,2316.08,0.19,2,UK,Amazon,1
2446,24-10-2022,Magnesium,Mineral,152,54.42,8271.84,0.19,3,Canada,Walmart,1
2447,24-10-2022,Ashwagandha,Herbal,162,32.9,5329.8,0.22,4,USA,iHerb,1
2448,24-10-2022,Melatonin,Sleep Aid,181,53.67,9714.27,0.1,0,USA,Walmart,0
2449,24-10-2022,Biotin,Vitamin,129,22.49,2901.21,0.12,2,UK,Walmart,1
2450,24-10-2022,Green Tea Extract,Fat Burner,151,36.97,5582.47,0.13,0,Canada,iHerb,0
2451,24-10-2022,Iron Supplement,Mineral,131,20.25,2652.75,0.22,3,Canada,Amazon,1
2452,24-10-2022,Electrolyte Powder,Hydration,141,18.77,2646.57,0.2,3,Canada,iHerb,1
2453,31-10-2022,Whey Protein,Protein,165,47.93,7908.45,0.02,0,Canada,Amazon,0
2454,31-10-2022,Vitamin C,Vitamin,160,59.78,9564.8,0.02,3,Canada,Walmart,1
2455,31-10-2022,Fish Oil,Omega,149,50.86,7578.14,0.23,1,Canada,iHerb,1
2456,31-10-2022,Multivitamin,Vitamin,177,14.1,2495.7,0.11,3,USA,Walmart,1
2457,31-10-2022,Pre-Workout,Performance,149,46.48,6925.52,0.05,4,Canada,iHerb,1
2458,31-10-2022,BCAA,Amino Acid,143,31.12,4450.16,0.04,1,USA,Walmart,1
2459,31-10-2022,Creatine,Performance,138,19.35,2670.3,0.12,2,Canada,Amazon,1
2460,31-10-2022,Zinc,Mineral,152,41.83,6358.16,0.17,2,UK,iHerb,1
2461,31-10-2022,Collagen Peptides,Protein,148,13.49,1996.52,0.21,2,USA,Walmart,1
2462,31-10-2022,Magnesium,Mineral,140,10.63,1488.2,0.05,0,Canada,Amazon,0
2463,31-10-2022,Ashwagandha,Herbal,161,50.68,8159.48,0,1,USA,Walmart,1
2464,31-10-2022,Melatonin,Sleep Aid,157,42.49,6670.93,0.02,0,Canada,Walmart,0
2465,31-10-2022,Biotin,Vitamin,149,17.29,2576.21,0.05,0,USA,Amazon,0
2466,31-10-2022,Green Tea Extract,Fat Burner,140,29.76,4166.4,0.16,1,Canada,Amazon,1
2467,31-10-2022,Iron Supplement,Mineral,161,16.33,2629.13,0.01,3,Canada,Amazon,1
2468,31-10-2022,Electrolyte Powder,Hydration,129,11.11,1433.19,0.16,1,USA,Walmart,1
2469,07-11-2022,Whey Protein,Protein,147,24.84,3651.48,0.04,0,Canada,iHerb,0
2470,07-11-2022,Vitamin C,Vitamin,134,22.03,2952.02,0.08,4,Canada,Walmart,1
2471,07-11-2022,Fish Oil,Omega,145,26.23,3803.35,0.05,0,Canada,Amazon,0
2472,07-11-2022,Multivitamin,Vitamin,121,31.18,3772.78,0.05,1,UK,Walmart,1
2473,07-11-2022,Pre-Workout,Performance,134,23.58,3159.72,0.09,0,Canada,Amazon,0
2474,07-11-2022,BCAA,Amino Acid,147,26.44,3886.68,0.22,3,Canada,iHerb,1
2475,07-11-2022,Creatine,Performance,156,13.78,2149.68,0.12,5,UK,Amazon,1
2476,07-11-2022,Zinc,Mineral,158,36.16,5713.28,0.23,3,USA,Amazon,1
2477,07-11-2022,Collagen Peptides,Protein,164,25.23,4137.72,0.01,4,UK,iHerb,1
2478,07-11-2022,Magnesium,Mineral,153,17.46,2671.38,0.21,3,UK,iHerb,1
2479,07-11-2022,Ashwagandha,Herbal,162,28.3,4584.6,0.08,0,Canada,iHerb,0
2480,07-11-2022,Melatonin,Sleep Aid,164,41.54,6812.56,0.13,2,Canada,Walmart,1
2481,07-11-2022,Biotin,Vitamin,172,48.67,8371.24,0.01,0,UK,iHerb,0
2482,07-11-2022,Green Tea Extract,Fat Burner,147,49.46,7270.62,0.13,0,USA,Walmart,0
2483,07-11-2022,Iron Supplement,Mineral,162,37.73,6112.26,0.2,2,USA,iHerb,1
2484,07-11-2022,Electrolyte Powder,Hydration,139,41.41,5755.99,0.18,2,UK,Walmart,1
2485,14-11-2022,Whey Protein,Protein,187,57.55,10761.85,0.13,2,USA,Amazon,1
2486,14-11-2022,Vitamin C,Vitamin,131,48.47,6349.57,0.18,0,UK,Walmart,0
2487,14-11-2022,Fish Oil,Omega,152,59.79,9088.08,0.22,0,Canada,Walmart,0
2488,14-11-2022,Multivitamin,Vitamin,145,32.11,4655.95,0.16,1,Canada,Walmart,1
2489,14-11-2022,Pre-Workout,Performance,143,17.28,2471.04,0.21,1,UK,Amazon,1
2490,14-11-2022,BCAA,Amino Acid,146,34.83,5085.18,0.14,4,USA,Amazon,1
2491,14-11-2022,Creatine,Performance,167,33.66,5621.22,0.24,1,USA,iHerb,1
2492,14-11-2022,Zinc,Mineral,145,15.72,2279.4,0.19,2,Canada,iHerb,1
2493,14-11-2022,Collagen Peptides,Protein,140,59.27,8297.8,0.09,1,USA,Amazon,1
2494,14-11-2022,Magnesium,Mineral,169,20.74,3505.06,0.22,6,Canada,Walmart,1
2495,14-11-2022,Ashwagandha,Herbal,130,29.53,3838.9,0.13,3,Canada,iHerb,1
2496,14-11-2022,Melatonin,Sleep Aid,139,38.09,5294.51,0,1,USA,iHerb,1
2497,14-11-2022,Biotin,Vitamin,128,12,1536,0.21,0,Canada,Amazon,0
2498,14-11-2022,Green Tea Extract,Fat Burner,144,47.31,6812.64,0.05,0,Canada,Walmart,0
2499,14-11-2022,Iron Supplement,Mineral,158,48.3,7631.4,0.11,1,USA,iHerb,1
2500,14-11-2022,Electrolyte Powder,Hydration,148,55.11,8156.28,0.01,1,UK,iHerb,1
2501,21-11-2022,Whey Protein,Protein,167,56.62,9455.54,0.16,4,USA,Walmart,1
2502,21-11-2022,Vitamin C,Vitamin,160,21.56,3449.6,0.1,0,Canada,iHerb,0
2503,21-11-2022,Fish Oil,Omega,150,57.81,8671.5,0.11,2,Canada,iHerb,1
2504,21-11-2022,Multivitamin,Vitamin,175,20.43,3575.25,0.12,1,UK,Amazon,1
2505,21-11-2022,Pre-Workout,Performance,146,51.32,7492.72,0.11,1,UK,Walmart,1
2506,21-11-2022,BCAA,Amino Acid,150,17.56,2634,0.15,1,UK,Amazon,1
2507,21-11-2022,Creatine,Performance,166,26.45,4390.7,0.15,0,Canada,Walmart,0
2508,21-11-2022,Zinc,Mineral,142,27.68,3930.56,0.13,2,UK,Walmart,1
2509,21-11-2022,Collagen Peptides,Protein,152,25.39,3859.28,0.03,2,Canada,Walmart,1
2510,21-11-2022,Magnesium,Mineral,165,30.35,5007.75,0.12,2,USA,Amazon,1
2511,21-11-2022,Ashwagandha,Herbal,156,46.07,7186.92,0.02,1,USA,Walmart,1
2512,21-11-2022,Melatonin,Sleep Aid,163,17.45,2844.35,0.25,3,UK,iHerb,1
2513,21-11-2022,Biotin,Vitamin,160,19.19,3070.4,0.24,2,Canada,Amazon,1
2514,21-11-2022,Green Tea Extract,Fat Burner,165,26.76,4415.4,0.25,2,USA,iHerb,1
2515,21-11-2022,Iron Supplement,Mineral,135,34.1,4603.5,0.01,1,Canada,Amazon,1
2516,21-11-2022,Electrolyte Powder,Hydration,147,27.75,4079.25,0.25,0,Canada,Walmart,0
2517,28-11-2022,Whey Protein,Protein,153,46.69,7143.57,0.25,3,Canada,Amazon,1
2518,28-11-2022,Vitamin C,Vitamin,152,51.75,7866,0.23,5,Canada,Walmart,1
2519,28-11-2022,Fish Oil,Omega,136,14.45,1965.2,0.07,2,USA,Amazon,1
2520,28-11-2022,Multivitamin,Vitamin,165,41.55,6855.75,0.13,2,Canada,Walmart,1
2521,28-11-2022,Pre-Workout,Performance,146,43.86,6403.56,0.17,1,UK,Walmart,1
2522,28-11-2022,BCAA,Amino Acid,167,29.06,4853.02,0.19,1,USA,iHerb,1
2523,28-11-2022,Creatine,Performance,168,28.47,4782.96,0.22,1,Canada,iHerb,1
2524,28-11-2022,Zinc,Mineral,150,23.83,3574.5,0.16,0,Canada,iHerb,0
2525,28-11-2022,Collagen Peptides,Protein,167,19.54,3263.18,0.17,2,USA,Amazon,1
2526,28-11-2022,Magnesium,Mineral,137,30.45,4171.65,0.17,2,Canada,Walmart,1
2527,28-11-2022,Ashwagandha,Herbal,151,47.9,7232.9,0.15,2,Canada,Amazon,1
2528,28-11-2022,Melatonin,Sleep Aid,144,40.75,5868,0.21,1,USA,Amazon,1
2529,28-11-2022,Biotin,Vitamin,139,28.56,3969.84,0.17,1,UK,Amazon,1
2530,28-11-2022,Green Tea Extract,Fat Burner,164,44.23,7253.72,0.05,5,USA,Amazon,1
2531,28-11-2022,Iron Supplement,Mineral,164,26.51,4347.64,0.13,0,Canada,Amazon,0
2532,28-11-2022,Electrolyte Powder,Hydration,151,37.65,5685.15,0.16,1,Canada,Walmart,1
2533,05-12-2022,Whey Protein,Protein,150,15.43,2314.5,0.2,0,USA,Amazon,0
2534,05-12-2022,Vitamin C,Vitamin,117,48.25,5645.25,0.1,2,Canada,Walmart,1
2535,05-12-2022,Fish Oil,Omega,151,45.84,6921.84,0.03,2,UK,iHerb,1
2536,05-12-2022,Multivitamin,Vitamin,136,48.06,6536.16,0.24,1,UK,iHerb,1
2537,05-12-2022,Pre-Workout,Performance,163,50.36,8208.68,0.16,0,USA,Walmart,0
2538,05-12-2022,BCAA,Amino Acid,143,29.15,4168.45,0.05,2,Canada,Amazon,1
2539,05-12-2022,Creatine,Performance,151,55.71,8412.21,0.13,1,UK,Amazon,1
2540,05-12-2022,Zinc,Mineral,149,12.8,1907.2,0.1,0,USA,Amazon,0
2541,05-12-2022,Collagen Peptides,Protein,152,36.68,5575.36,0.03,3,UK,iHerb,1
2542,05-12-2022,Magnesium,Mineral,168,27.17,4564.56,0.15,0,UK,Walmart,0
2543,05-12-2022,Ashwagandha,Herbal,145,55.78,8088.1,0.21,2,Canada,Amazon,1
2544,05-12-2022,Melatonin,Sleep Aid,151,56.62,8549.62,0.24,0,Canada,Amazon,0
2545,05-12-2022,Biotin,Vitamin,136,37.07,5041.52,0,0,UK,Amazon,0
2546,05-12-2022,Green Tea Extract,Fat Burner,167,27.86,4652.62,0.22,2,USA,iHerb,1
2547,05-12-2022,Iron Supplement,Mineral,162,15.67,2538.54,0.11,1,UK,Amazon,1
2548,05-12-2022,Electrolyte Powder,Hydration,152,59.57,9054.64,0.06,0,UK,Walmart,0
2549,12-12-2022,Whey Protein,Protein,151,31.99,4830.49,0.19,1,UK,Walmart,1
2550,12-12-2022,Vitamin C,Vitamin,154,11.25,1732.5,0.14,3,UK,Walmart,1
2551,12-12-2022,Fish Oil,Omega,172,32.94,5665.68,0.25,1,UK,Amazon,1
2552,12-12-2022,Multivitamin,Vitamin,166,35.71,5927.86,0.21,2,Canada,Amazon,1
2553,12-12-2022,Pre-Workout,Performance,141,33.99,4792.59,0.21,3,UK,Walmart,1
2554,12-12-2022,BCAA,Amino Acid,153,48.74,7457.22,0.18,1,UK,Walmart,1
2555,12-12-2022,Creatine,Performance,130,32.78,4261.4,0.09,2,Canada,Walmart,1
2556,12-12-2022,Zinc,Mineral,156,51.85,8088.6,0.07,0,USA,iHerb,0
2557,12-12-2022,Collagen Peptides,Protein,147,58.27,8565.69,0.2,4,UK,Walmart,1
2558,12-12-2022,Magnesium,Mineral,135,37.89,5115.15,0.07,2,UK,iHerb,1
2559,12-12-2022,Ashwagandha,Herbal,141,35.06,4943.46,0.06,2,Canada,Amazon,1
2560,12-12-2022,Melatonin,Sleep Aid,148,28.14,4164.72,0,1,UK,Amazon,1
2561,12-12-2022,Biotin,Vitamin,144,25.4,3657.6,0.07,1,USA,Amazon,1
2562,12-12-2022,Green Tea Extract,Fat Burner,134,44.62,5979.08,0.16,2,Canada,iHerb,1
2563,12-12-2022,Iron Supplement,Mineral,148,50.52,7476.96,0.11,2,USA,Amazon,1
2564,12-12-2022,Electrolyte Powder,Hydration,148,48.01,7105.48,0.04,1,UK,iHerb,1
2565,19-12-2022,Whey Protein,Protein,139,21.52,2991.28,0.14,2,Canada,Walmart,1
2566,19-12-2022,Vitamin C,Vitamin,161,59.44,9569.84,0.15,1,Canada,Walmart,1
2567,19-12-2022,Fish Oil,Omega,164,47.46,7783.44,0.05,1,UK,iHerb,1
2568,19-12-2022,Multivitamin,Vitamin,165,44.17,7288.05,0.15,3,UK,iHerb,1
2569,19-12-2022,Pre-Workout,Performance,142,16.16,2294.72,0.17,2,UK,Amazon,1
2570,19-12-2022,BCAA,Amino Acid,147,31,4557,0.05,1,USA,iHerb,1
2571,19-12-2022,Creatine,Performance,146,48.71,7111.66,0.15,0,Canada,iHerb,0
2572,19-12-2022,Zinc,Mineral,173,11.71,2025.83,0.2,1,UK,Walmart,1
2573,19-12-2022,Collagen Peptides,Protein,153,30.99,4741.47,0.22,1,UK,Amazon,1
2574,19-12-2022,Magnesium,Mineral,171,33.39,5709.69,0.02,3,UK,iHerb,1
2575,19-12-2022,Ashwagandha,Herbal,128,36.87,4719.36,0.04,0,UK,Amazon,0
2576,19-12-2022,Melatonin,Sleep Aid,147,18.03,2650.41,0.02,0,USA,Amazon,0
2577,19-12-2022,Biotin,Vitamin,158,32.63,5155.54,0.13,0,USA,iHerb,0
2578,19-12-2022,Green Tea Extract,Fat Burner,127,37.19,4723.13,0.18,1,USA,Walmart,1
2579,19-12-2022,Iron Supplement,Mineral,146,49.04,7159.84,0.09,2,UK,Amazon,1
2580,19-12-2022,Electrolyte Powder,Hydration,150,55.36,8304,0.23,1,USA,Amazon,1
2581,26-12-2022,Whey Protein,Protein,150,56.79,8518.5,0.11,0,USA,Walmart,0
2582,26-12-2022,Vitamin C,Vitamin,148,35.13,5199.24,0.14,1,UK,Amazon,1
2583,26-12-2022,Fish Oil,Omega,160,28.34,4534.4,0.19,1,USA,Walmart,1
2584,26-12-2022,Multivitamin,Vitamin,138,27.25,3760.5,0.03,6,USA,Walmart,1
2585,26-12-2022,Pre-Workout,Performance,122,32.6,3977.2,0.08,1,UK,Amazon,1
2586,26-12-2022,BCAA,Amino Acid,135,26.62,3593.7,0.15,2,Canada,Walmart,1
2587,26-12-2022,Creatine,Performance,167,40.42,6750.14,0.1,2,Canada,Amazon,1
2588,26-12-2022,Zinc,Mineral,160,15.19,2430.4,0.1,2,Canada,Walmart,1
2589,26-12-2022,Collagen Peptides,Protein,148,30.57,4524.36,0.15,7,Canada,iHerb,1
2590,26-12-2022,Magnesium,Mineral,150,18.14,2721,0.01,2,UK,Walmart,1
2591,26-12-2022,Ashwagandha,Herbal,151,44.77,6760.27,0.19,1,USA,iHerb,1
2592,26-12-2022,Melatonin,Sleep Aid,145,32.64,4732.8,0.2,2,USA,Walmart,1
2593,26-12-2022,Biotin,Vitamin,156,56.96,8885.76,0.14,1,USA,Walmart,1
2594,26-12-2022,Green Tea Extract,Fat Burner,146,42.54,6210.84,0.04,0,UK,Amazon,0
2595,26-12-2022,Iron Supplement,Mineral,157,34.98,5491.86,0.19,2,Canada,Walmart,1
2596,26-12-2022,Electrolyte Powder,Hydration,129,20.97,2705.13,0.06,1,Canada,iHerb,1
2597,02-01-2023,Whey Protein,Protein,150,13.38,2007,0.04,5,UK,Walmart,1
2598,02-01-2023,Vitamin C,Vitamin,149,52.44,7813.56,0.13,2,Canada,iHerb,1
2599,02-01-2023,Fish Oil,Omega,138,23.62,3259.56,0.21,0,Canada,iHerb,0
2600,02-01-2023,Multivitamin,Vitamin,160,54.06,8649.6,0.08,2,UK,iHerb,1
2601,02-01-2023,Pre-Workout,Performance,149,42.27,6298.23,0.24,0,Canada,Walmart,0
2602,02-01-2023,BCAA,Amino Acid,171,50.37,8613.27,0.1,1,Canada,Walmart,1
2603,02-01-2023,Creatine,Performance,166,36.73,6097.18,0.01,0,UK,Walmart,0
2604,02-01-2023,Zinc,Mineral,155,39.13,6065.15,0.04,1,UK,iHerb,1
2605,02-01-2023,Collagen Peptides,Protein,145,53.52,7760.4,0.19,0,UK,Amazon,0
2606,02-01-2023,Magnesium,Mineral,168,47.19,7927.92,0.04,2,Canada,Amazon,1
2607,02-01-2023,Ashwagandha,Herbal,140,10.84,1517.6,0.04,0,Canada,Walmart,0
2608,02-01-2023,Melatonin,Sleep Aid,140,44.6,6244,0.01,2,UK,Amazon,1
2609,02-01-2023,Biotin,Vitamin,173,40.72,7044.56,0.01,4,USA,Walmart,1
2610,02-01-2023,Green Tea Extract,Fat Burner,151,27.12,4095.12,0.02,1,UK,Amazon,1
2611,02-01-2023,Iron Supplement,Mineral,156,29.19,4553.64,0.03,1,USA,iHerb,1
2612,02-01-2023,Electrolyte Powder,Hydration,131,16.76,2195.56,0.15,1,UK,iHerb,1
2613,09-01-2023,Whey Protein,Protein,139,32.85,4566.15,0.1,1,USA,Amazon,1
2614,09-01-2023,Vitamin C,Vitamin,150,37.95,5692.5,0.17,0,USA,Walmart,0
2615,09-01-2023,Fish Oil,Omega,149,19.32,2878.68,0.14,3,Canada,iHerb,1
2616,09-01-2023,Multivitamin,Vitamin,167,30.96,5170.32,0.15,0,UK,Walmart,0
2617,09-01-2023,Pre-Workout,Performance,160,55.17,8827.2,0,1,USA,Walmart,1
2618,09-01-2023,BCAA,Amino Acid,163,54.72,8919.36,0.01,2,USA,Amazon,1
2619,09-01-2023,Creatine,Performance,152,35.68,5423.36,0.15,0,UK,Amazon,0
2620,09-01-2023,Zinc,Mineral,141,33.42,4712.22,0.21,1,Canada,Walmart,1
2621,09-01-2023,Collagen Peptides,Protein,170,48.54,8251.8,0.03,0,USA,Walmart,0
2622,09-01-2023,Magnesium,Mineral,141,50.97,7186.77,0.18,4,UK,iHerb,1
2623,09-01-2023,Ashwagandha,Herbal,158,44.95,7102.1,0.25,2,USA,Amazon,1
2624,09-01-2023,Melatonin,Sleep Aid,133,52.54,6987.82,0.24,0,UK,iHerb,0
2625,09-01-2023,Biotin,Vitamin,150,22.37,3355.5,0.15,1,USA,Amazon,1
2626,09-01-2023,Green Tea Extract,Fat Burner,144,36.46,5250.24,0.11,1,Canada,iHerb,1
2627,09-01-2023,Iron Supplement,Mineral,143,12.37,1768.91,0.05,2,UK,Walmart,1
2628,09-01-2023,Electrolyte Powder,Hydration,161,15.43,2484.23,0.19,1,UK,iHerb,1
2629,16-01-2023,Whey Protein,Protein,178,26.34,4688.52,0.07,2,USA,Walmart,1
2630,16-01-2023,Vitamin C,Vitamin,129,18.79,2423.91,0.19,1,USA,iHerb,1
2631,16-01-2023,Fish Oil,Omega,147,20.71,3044.37,0.14,4,USA,iHerb,1
2632,16-01-2023,Multivitamin,Vitamin,128,22.15,2835.2,0.06,1,UK,Amazon,1
2633,16-01-2023,Pre-Workout,Performance,138,41.84,5773.92,0.13,1,USA,Walmart,1
2634,16-01-2023,BCAA,Amino Acid,138,30.06,4148.28,0.2,2,UK,Amazon,1
2635,16-01-2023,Creatine,Performance,134,55.41,7424.94,0.13,3,Canada,Amazon,1
2636,16-01-2023,Zinc,Mineral,125,36.97,4621.25,0.22,0,UK,Walmart,0
2637,16-01-2023,Collagen Peptides,Protein,140,53.29,7460.6,0.23,5,UK,iHerb,1
2638,16-01-2023,Magnesium,Mineral,181,12.39,2242.59,0.04,1,UK,Walmart,1
2639,16-01-2023,Ashwagandha,Herbal,137,55.87,7654.19,0.12,0,USA,Walmart,0
2640,16-01-2023,Melatonin,Sleep Aid,148,38.88,5754.24,0.11,0,UK,iHerb,0
2641,16-01-2023,Biotin,Vitamin,149,17.79,2650.71,0.05,2,USA,iHerb,1
2642,16-01-2023,Green Tea Extract,Fat Burner,141,23.58,3324.78,0.01,1,Canada,iHerb,1
2643,16-01-2023,Iron Supplement,Mineral,138,42.06,5804.28,0.23,2,USA,Walmart,1
2644,16-01-2023,Electrolyte Powder,Hydration,137,42.09,5766.33,0.17,2,UK,Amazon,1
2645,23-01-2023,Whey Protein,Protein,153,41.83,6399.99,0.07,0,USA,iHerb,0
2646,23-01-2023,Vitamin C,Vitamin,154,14,2156,0,2,Canada,Walmart,1
2647,23-01-2023,Fish Oil,Omega,145,28.76,4170.2,0.12,1,UK,iHerb,1
2648,23-01-2023,Multivitamin,Vitamin,155,58.19,9019.45,0.23,3,Canada,iHerb,1
2649,23-01-2023,Pre-Workout,Performance,171,36.82,6296.22,0.19,2,UK,iHerb,1
2650,23-01-2023,BCAA,Amino Acid,168,59.89,10061.52,0.09,3,Canada,Amazon,1
2651,23-01-2023,Creatine,Performance,157,26.29,4127.53,0.2,3,UK,Walmart,1
2652,23-01-2023,Zinc,Mineral,139,29.61,4115.79,0.25,1,USA,Amazon,1
2653,23-01-2023,Collagen Peptides,Protein,140,42.69,5976.6,0.02,2,UK,Walmart,1
2654,23-01-2023,Magnesium,Mineral,173,13.38,2314.74,0.25,2,UK,iHerb,1
2655,23-01-2023,Ashwagandha,Herbal,136,18.56,2524.16,0.21,0,UK,iHerb,0
2656,23-01-2023,Melatonin,Sleep Aid,140,39.31,5503.4,0.2,2,USA,iHerb,1
2657,23-01-2023,Biotin,Vitamin,139,42.21,5867.19,0.04,4,UK,iHerb,1
2658,23-01-2023,Green Tea Extract,Fat Burner,150,56.86,8529,0.15,2,Canada,Amazon,1
2659,23-01-2023,Iron Supplement,Mineral,151,11.66,1760.66,0.07,1,UK,iHerb,1
2660,23-01-2023,Electrolyte Powder,Hydration,128,29.68,3799.04,0.07,0,Canada,iHerb,0
2661,30-01-2023,Whey Protein,Protein,158,29.75,4700.5,0.14,1,UK,Amazon,1
2662,30-01-2023,Vitamin C,Vitamin,154,34.43,5302.22,0.16,3,Canada,iHerb,1
2663,30-01-2023,Fish Oil,Omega,146,39.88,5822.48,0.23,1,USA,Walmart,1
2664,30-01-2023,Multivitamin,Vitamin,143,12.46,1781.78,0.03,0,UK,iHerb,0
2665,30-01-2023,Pre-Workout,Performance,164,53.08,8705.12,0.11,0,USA,iHerb,0
2666,30-01-2023,BCAA,Amino Acid,146,41.22,6018.12,0.17,1,UK,Amazon,1
2667,30-01-2023,Creatine,Performance,164,51.5,8446,0.05,3,USA,iHerb,1
2668,30-01-2023,Zinc,Mineral,143,52.17,7460.31,0.24,2,Canada,Walmart,1
2669,30-01-2023,Collagen Peptides,Protein,140,33.33,4666.2,0.22,0,USA,Amazon,0
2670,30-01-2023,Magnesium,Mineral,163,50.43,8220.09,0.23,1,Canada,Amazon,1
2671,30-01-2023,Ashwagandha,Herbal,145,36.47,5288.15,0.17,2,UK,iHerb,1
2672,30-01-2023,Melatonin,Sleep Aid,136,19.79,2691.44,0.23,0,UK,Walmart,0
2673,30-01-2023,Biotin,Vitamin,159,25.89,4116.51,0.08,2,Canada,iHerb,1
2674,30-01-2023,Green Tea Extract,Fat Burner,152,25.37,3856.24,0.17,2,Canada,iHerb,1
2675,30-01-2023,Iron Supplement,Mineral,135,34.14,4608.9,0.09,1,Canada,Walmart,1
2676,30-01-2023,Electrolyte Powder,Hydration,157,45.47,7138.79,0.23,2,UK,Walmart,1
2677,06-02-2023,Whey Protein,Protein,154,53.22,8195.88,0.07,2,UK,iHerb,1
2678,06-02-2023,Vitamin C,Vitamin,158,13.02,2057.16,0.2,0,USA,iHerb,0
2679,06-02-2023,Fish Oil,Omega,157,53.12,8339.84,0.04,1,UK,Walmart,1
2680,06-02-2023,Multivitamin,Vitamin,153,27.04,4137.12,0.12,1,UK,iHerb,1
2681,06-02-2023,Pre-Workout,Performance,148,38.31,5669.88,0.06,5,Canada,iHerb,1
2682,06-02-2023,BCAA,Amino Acid,150,33.85,5077.5,0.22,0,UK,Walmart,0
2683,06-02-2023,Creatine,Performance,156,18.48,2882.88,0.2,1,USA,Amazon,1
2684,06-02-2023,Zinc,Mineral,142,41.93,5954.06,0.22,2,UK,Walmart,1
2685,06-02-2023,Collagen Peptides,Protein,159,12.74,2025.66,0.19,2,USA,Amazon,1
2686,06-02-2023,Magnesium,Mineral,127,14.12,1793.24,0.18,1,Canada,Walmart,1
2687,06-02-2023,Ashwagandha,Herbal,179,40.3,7213.7,0.05,2,USA,Amazon,1
2688,06-02-2023,Melatonin,Sleep Aid,158,50.75,8018.5,0.21,0,Canada,Walmart,0
2689,06-02-2023,Biotin,Vitamin,144,34.93,5029.92,0.05,1,UK,Amazon,1
2690,06-02-2023,Green Tea Extract,Fat Burner,147,50.49,7422.03,0.1,0,UK,Amazon,0
2691,06-02-2023,Iron Supplement,Mineral,145,43.14,6255.3,0.21,2,UK,Walmart,1
2692,06-02-2023,Electrolyte Powder,Hydration,146,19.31,2819.26,0.07,2,Canada,Walmart,1
2693,13-02-2023,Whey Protein,Protein,168,33.26,5587.68,0.02,0,Canada,Amazon,0
2694,13-02-2023,Vitamin C,Vitamin,145,40.46,5866.7,0,5,USA,iHerb,1
2695,13-02-2023,Fish Oil,Omega,145,36.75,5328.75,0.03,2,UK,iHerb,1
